subject	session	condition	trial	prime	target	target_category	response_time	accuracy
s25_2018_ag	2	rSATL	100	quantità	mole	quantity	612.4000000000001	1	
s25_2018_ag	2	rSATL	101	sociale	mole	quantity	742.5	1	
s25_2018_ag	2	rSATL	102	quantità	allargamento	quantity	699.2000000000003	1	
s25_2018_ag	2	rSATL	103	sociale	carenza	quantity	866.0	1	
s25_2018_ag	2	rSATL	104	quantità	relazione	social	665.9000000000001	1	
s25_2018_ag	2	rSATL	105	sociale	espansione	quantity	610.0999999999999	1	
s25_2018_ag	2	rSATL	106	quantità	diminuzione	quantity	628.2000000000003	1	
s25_2018_ag	2	rSATL	107	sociale	sfacciataggine	social	661.5999999999999	1	
s25_2018_ag	2	rSATL	108	sociale	altruismo	social	653.7000000000003	1	
s25_2018_ag	2	rSATL	109	sociale	rivalità	social	574.3000000000002	1	
s25_2018_ag	2	rSATL	110	quantità	scherzo	social	634.4000000000001	1	
s25_2018_ag	2	rSATL	111	sociale	cospirazione	social	571.8000000000002	1	
s25_2018_ag	2	rSATL	112	sociale	complotto	social	600.0	1	
s20_2018_pg	2	rIPS	1	quantità	servitù	social	575.5	1	
s20_2018_pg	2	rIPS	2	quantità	gentilezza	social	547.5	1	
s20_2018_pg	2	rIPS	3	quantità	frazione	quantity	696.3000000000002	1	
s20_2018_pg	2	rIPS	4	quantità	grossezza	quantity	527.0	1	
s20_2018_pg	2	rIPS	5	quantità	relazione	social	836.3000000000002	1	
s20_2018_pg	2	rIPS	6	quantità	lusinga	social	685.8000000000002	1	
s20_2018_pg	2	rIPS	7	sociale	complotto	social	581.3000000000002	1	
s20_2018_pg	2	rIPS	8	sociale	mole	quantity	656.5999999999999	1	
s20_2018_pg	2	rIPS	9	sociale	altruismo	social	809.5	1	
s20_2018_pg	2	rIPS	10	quantità	diffamazione	social	643.4000000000001	1	
s20_2018_pg	2	rIPS	11	quantità	tonnellata	quantity	564.2000000000003	1	
s20_2018_pg	2	rIPS	12	sociale	tradizione	social	664.3000000000002	1	
s20_2018_pg	2	rIPS	13	sociale	riduzione	quantity	856.5	1	
s20_2018_pg	2	rIPS	14	quantità	competizione	social	641.0999999999999	1	
s20_2018_pg	2	rIPS	15	sociale	alleanza	social	626.5	1	
s20_2018_pg	2	rIPS	16	quantità	dispetto	social	731.9000000000001	1	
s20_2018_pg	2	rIPS	17	quantità	plebe	social	569.5	1	
s20_2018_pg	2	rIPS	18	sociale	lusinga	social	693.5999999999999	1	
s20_2018_pg	2	rIPS	19	sociale	catasta	quantity	556.3000000000002	-1	
s20_2018_pg	2	rIPS	20	sociale	stazza	quantity	920.9000000000001	1	
s20_2018_pg	2	rIPS	21	sociale	offesa	social	599.0	1	
s20_2018_pg	2	rIPS	22	sociale	plebe	social	601.9000000000001	1	
s20_2018_pg	2	rIPS	23	sociale	scherzo	social	588.5999999999999	1	
s20_2018_pg	2	rIPS	24	quantità	notorietà	social	624.0	1	
s20_2018_pg	2	rIPS	25	sociale	diffamazione	social	578.0999999999999	1	
s20_2018_pg	2	rIPS	26	quantità	offesa	social	589.5999999999999	1	
s20_2018_pg	2	rIPS	27	sociale	espansione	quantity	849.0	1	
s20_2018_pg	2	rIPS	28	sociale	porzione	quantity	593.5999999999999	1	
s20_2018_pg	2	rIPS	29	sociale	grandezza	quantity	580.5	1	
s20_2018_pg	2	rIPS	30	sociale	gentilezza	social	583.9000000000001	1	
s20_2018_pg	2	rIPS	31	quantità	penuria	quantity	651.2000000000003	1	
s20_2018_pg	2	rIPS	32	sociale	emarginazione	social	587.9000000000001	1	
s20_2018_pg	2	rIPS	33	quantità	dissenso	social	639.3000000000002	1	
s20_2018_pg	2	rIPS	34	quantità	dilatazione	quantity	680.9000000000001	1	
s20_2018_pg	2	rIPS	35	sociale	grossezza	quantity	704.2000000000003	1	
s20_2018_pg	2	rIPS	36	sociale	cumulo	quantity	743.0999999999999	1	
s20_2018_pg	2	rIPS	37	quantità	mole	quantity	555.8000000000002	1	
s20_2018_pg	2	rIPS	38	quantità	complotto	social	568.5999999999999	1	
s20_2018_pg	2	rIPS	39	quantità	alleanza	social	956.5	1	
s20_2018_pg	2	rIPS	40	quantità	etnia	social	601.3000000000002	1	
s20_2018_pg	2	rIPS	41	sociale	diminuzione	quantity	708.2000000000003	1	
s20_2018_pg	2	rIPS	42	sociale	socievolezza	social	858.9000000000001	1	
s20_2018_pg	2	rIPS	43	quantità	sfacciataggine	social	587.7000000000003	1	
s20_2018_pg	2	rIPS	44	quantità	emarginazione	social	575.0999999999999	1	
s20_2018_pg	2	rIPS	45	sociale	quintale	quantity	603.0999999999999	1	
s20_2018_pg	2	rIPS	46	sociale	notorietà	social	701.8000000000002	1	
s20_2018_pg	2	rIPS	47	sociale	tonnellata	quantity	604.5	1	
s20_2018_pg	2	rIPS	48	sociale	infamia	social	559.4000000000001	1	
s20_2018_pg	2	rIPS	49	sociale	competizione	social	899.3000000000002	1	
s20_2018_pg	2	rIPS	50	quantità	riduzione	quantity	722.0999999999999	1	
s20_2018_pg	2	rIPS	51	sociale	incremento	quantity	792.3000000000002	1	
s20_2018_pg	2	rIPS	52	quantità	decremento	quantity	698.9000000000001	1	
s20_2018_pg	2	rIPS	53	sociale	allargamento	quantity	753.7000000000003	1	
s20_2018_pg	2	rIPS	54	sociale	ingrandimento	quantity	750.5999999999999	1	
s20_2018_pg	2	rIPS	55	quantità	grandezza	quantity	571.3000000000002	1	
s20_2018_pg	2	rIPS	56	quantità	enormità	quantity	919.3000000000002	1	
s20_2018_pg	2	rIPS	57	sociale	massa	quantity	581.5	1	
s20_2018_pg	2	rIPS	58	sociale	sudditanza	social	600.9000000000001	1	
s20_2018_pg	2	rIPS	59	quantità	rivalità	social	675.5	1	
s20_2018_pg	2	rIPS	60	quantità	diminuzione	quantity	595.0	1	
s20_2018_pg	2	rIPS	61	quantità	incremento	quantity	677.8000000000002	1	
s20_2018_pg	2	rIPS	62	quantità	carenza	quantity	893.0999999999999	1	
s20_2018_pg	2	rIPS	63	sociale	accrescimento	quantity	635.9000000000001	1	
s20_2018_pg	2	rIPS	64	sociale	rivalità	social	717.3000000000002	1	
s20_2018_pg	2	rIPS	65	sociale	carico	quantity	787.4000000000001	1	
s20_2018_pg	2	rIPS	66	sociale	etnia	social	654.8000000000002	1	
s20_2018_pg	2	rIPS	67	quantità	cospirazione	social	815.5	1	
s20_2018_pg	2	rIPS	68	quantità	accumulo	quantity	785.5999999999999	1	
s20_2018_pg	2	rIPS	69	quantità	patto	social	677.0999999999999	1	
s20_2018_pg	2	rIPS	70	sociale	addizione	quantity	668.5	1	
s20_2018_pg	2	rIPS	71	sociale	fascino	social	900.7000000000003	1	
s20_2018_pg	2	rIPS	72	sociale	immensità	quantity	835.3000000000002	1	
s20_2018_pg	2	rIPS	73	sociale	accumulo	quantity	620.7000000000003	1	
s20_2018_pg	2	rIPS	74	sociale	nomea	social	599.0	1	
s20_2018_pg	2	rIPS	75	quantità	allargamento	quantity	1497.6	1	
s20_2018_pg	2	rIPS	76	sociale	dilatazione	quantity	680.5	1	
s20_2018_pg	2	rIPS	77	quantità	tradizione	social	752.0	1	
s20_2018_pg	2	rIPS	78	sociale	patto	social	644.5	1	
s20_2018_pg	2	rIPS	79	sociale	dispetto	social	677.3000000000002	1	
s20_2018_pg	2	rIPS	80	quantità	cumulo	quantity	1052.8000000000002	1	
s20_2018_pg	2	rIPS	81	quantità	sudditanza	social	605.5999999999999	1	
s20_2018_pg	2	rIPS	82	sociale	frazione	quantity	608.3000000000002	1	
s20_2018_pg	2	rIPS	83	quantità	infamia	social	523.0999999999999	1	
s20_2018_pg	2	rIPS	84	quantità	immensità	quantity	689.0	1	
s20_2018_pg	2	rIPS	85	sociale	sfacciataggine	social	656.4000000000001	1	
s20_2018_pg	2	rIPS	86	sociale	estensione	quantity	793.2000000000003	1	
s20_2018_pg	2	rIPS	87	quantità	accrescimento	quantity	739.9000000000001	1	
s20_2018_pg	2	rIPS	88	sociale	venerazione	social	761.5	1	
s20_2018_pg	2	rIPS	89	quantità	ingrandimento	quantity	901.5999999999999	1	
s20_2018_pg	2	rIPS	90	sociale	carenza	quantity	780.2000000000003	1	
s20_2018_pg	2	rIPS	91	quantità	fascino	social	551.5999999999999	1	
s20_2018_pg	2	rIPS	92	sociale	servitù	social	596.5	1	
s20_2018_pg	2	rIPS	93	sociale	decremento	quantity	599.3000000000002	1	
s20_2018_pg	2	rIPS	94	sociale	dissenso	social	850.0	1	
s20_2018_pg	2	rIPS	95	quantità	scherzo	social	594.5999999999999	1	
s20_2018_pg	2	rIPS	96	quantità	carico	quantity	717.5	1	
s20_2018_pg	2	rIPS	97	quantità	porzione	quantity	803.5999999999999	1	
s20_2018_pg	2	rIPS	98	sociale	enormità	quantity	1374.3000000000002	1	
s20_2018_pg	2	rIPS	99	quantità	venerazione	social	706.4000000000001	1	
s20_2018_pg	2	rIPS	100	quantità	nomea	social	641.0	1	
s20_2018_pg	2	rIPS	101	sociale	penuria	quantity	922.5	1	
s20_2018_pg	2	rIPS	102	quantità	socievolezza	social	608.7000000000003	1	
s20_2018_pg	2	rIPS	103	sociale	cospirazione	social	667.5	-1	
s20_2018_pg	2	rIPS	104	quantità	stazza	quantity	659.4000000000001	1	
s20_2018_pg	2	rIPS	105	sociale	relazione	social	715.5999999999999	1	
s20_2018_pg	2	rIPS	106	quantità	espansione	quantity	753.7000000000003	1	
s20_2018_pg	2	rIPS	107	quantità	estensione	quantity	1342.3000000000002	1	
s20_2018_pg	2	rIPS	108	quantità	massa	quantity	579.0999999999999	1	
s20_2018_pg	2	rIPS	109	quantità	addizione	quantity	598.5999999999999	1	
s20_2018_pg	2	rIPS	110	quantità	catasta	quantity	833.2000000000003	1	
s20_2018_pg	2	rIPS	111	quantità	altruismo	social	570.8000000000002	1	
s20_2018_pg	2	rIPS	112	quantità	quintale	quantity	566.8000000000002	1	
s23_2018_ml	1	rIPS	1	quantità	porzione	quantity	1190.9	1	
s23_2018_ml	1	rIPS	2	quantità	penuria	quantity	666.3000000000002	1	
s23_2018_ml	1	rIPS	3	quantità	etnia	social	650.4000000000001	1	
s23_2018_ml	1	rIPS	4	quantità	diffamazione	social	747.0999999999999	1	
s23_2018_ml	1	rIPS	5	sociale	addizione	quantity	855.9000000000001	1	
s23_2018_ml	1	rIPS	6	quantità	competizione	social	720.5999999999999	1	
s23_2018_ml	1	rIPS	7	quantità	complotto	social	574.5999999999999	1	
s23_2018_ml	1	rIPS	8	sociale	diffamazione	social	682.8000000000002	1	
s23_2018_ml	1	rIPS	9	quantità	tradizione	social	674.2000000000003	1	
s23_2018_ml	1	rIPS	10	sociale	competizione	social	674.3000000000002	1	
s23_2018_ml	1	rIPS	11	sociale	decremento	quantity	1402.3000000000002	-1	
s23_2018_ml	1	rIPS	12	quantità	nomea	social	997.0999999999999	1	
s23_2018_ml	1	rIPS	13	sociale	ingrandimento	quantity	735.9000000000001	1	
s23_2018_ml	1	rIPS	14	quantità	alleanza	social	693.2000000000003	1	
s23_2018_ml	1	rIPS	15	quantità	frazione	quantity	628.0999999999999	-1	
s23_2018_ml	1	rIPS	16	quantità	fascino	social	653.5	1	
s23_2018_ml	1	rIPS	17	sociale	stazza	quantity	1038.1	1	
s23_2018_ml	1	rIPS	18	quantità	quintale	quantity	903.7000000000003	1	
s23_2018_ml	1	rIPS	19	sociale	enormità	quantity	1198.4	1	
s23_2018_ml	1	rIPS	20	quantità	addizione	quantity	777.0999999999999	1	
s23_2018_ml	1	rIPS	21	quantità	massa	quantity	764.5	1	
s23_2018_ml	1	rIPS	22	sociale	fascino	social	704.5999999999999	1	
s23_2018_ml	1	rIPS	23	quantità	sudditanza	social	943.5	1	
s23_2018_ml	1	rIPS	24	quantità	diminuzione	quantity	636.0999999999999	1	
s23_2018_ml	1	rIPS	25	sociale	scherzo	social	813.7000000000003	1	
s23_2018_ml	1	rIPS	26	sociale	offesa	social	767.7000000000003	1	
s23_2018_ml	1	rIPS	27	sociale	espansione	quantity	731.8000000000002	1	
s23_2018_ml	1	rIPS	28	quantità	allargamento	quantity	753.0999999999999	1	
s23_2018_ml	1	rIPS	29	sociale	sfacciataggine	social	1542.0	1	
s23_2018_ml	1	rIPS	30	quantità	venerazione	social	1011.5	1	
s23_2018_ml	1	rIPS	31	sociale	infamia	social	637.5999999999999	1	
s23_2018_ml	1	rIPS	32	sociale	estensione	quantity	1351.0	-1	
s23_2018_ml	1	rIPS	33	sociale	altruismo	social	723.5999999999999	1	
s23_2018_ml	1	rIPS	34	quantità	tonnellata	quantity	713.8000000000002	1	
s23_2018_ml	1	rIPS	35	sociale	cospirazione	social	807.8000000000002	1	
s23_2018_ml	1	rIPS	36	sociale	lusinga	social	634.5	1	
s23_2018_ml	1	rIPS	37	sociale	accumulo	quantity	780.0999999999999	1	
s23_2018_ml	1	rIPS	38	sociale	allargamento	quantity	743.4000000000001	1	
s23_2018_ml	1	rIPS	39	quantità	ingrandimento	quantity	828.0999999999999	1	
s23_2018_ml	1	rIPS	40	quantità	accrescimento	quantity	877.7000000000003	1	
s23_2018_ml	1	rIPS	41	quantità	servitù	social	741.0	1	
s23_2018_ml	1	rIPS	42	quantità	lusinga	social	650.4000000000001	1	
s23_2018_ml	1	rIPS	43	sociale	tonnellata	quantity	635.0999999999999	1	
s23_2018_ml	1	rIPS	44	quantità	catasta	quantity	652.7000000000003	1	
s23_2018_ml	1	rIPS	45	sociale	rivalità	social	693.4000000000001	1	
s23_2018_ml	1	rIPS	46	quantità	espansione	quantity	716.0999999999999	1	
s23_2018_ml	1	rIPS	47	sociale	carenza	quantity	1498.3000000000002	-1	
s23_2018_ml	1	rIPS	48	quantità	dilatazione	quantity	641.0999999999999	1	
s23_2018_ml	1	rIPS	49	sociale	riduzione	quantity	1050.5	1	
s23_2018_ml	1	rIPS	50	quantità	riduzione	quantity	595.2000000000003	-1	
s23_2018_ml	1	rIPS	51	quantità	socievolezza	social	742.0	1	
s23_2018_ml	1	rIPS	52	sociale	nomea	social	707.3000000000002	1	
s23_2018_ml	1	rIPS	53	quantità	infamia	social	674.0999999999999	1	
s23_2018_ml	1	rIPS	54	sociale	incremento	quantity	1194.2000000000003	1	
s23_2018_ml	1	rIPS	55	sociale	frazione	quantity	701.0	1	
s23_2018_ml	1	rIPS	56	sociale	massa	quantity	683.8000000000002	1	
s23_2018_ml	1	rIPS	57	quantità	emarginazione	social	803.0	1	
s23_2018_ml	1	rIPS	58	quantità	accumulo	quantity	773.8000000000002	1	
s23_2018_ml	1	rIPS	59	quantità	grandezza	quantity	1178.0	1	
s23_2018_ml	1	rIPS	60	sociale	porzione	quantity	973.4000000000001	1	
s23_2018_ml	1	rIPS	61	sociale	dilatazione	quantity	777.5	1	
s23_2018_ml	1	rIPS	62	quantità	decremento	quantity	740.9000000000001	1	
s23_2018_ml	1	rIPS	63	sociale	plebe	social	602.2000000000003	1	
s23_2018_ml	1	rIPS	64	sociale	emarginazione	social	669.0	1	
s23_2018_ml	1	rIPS	65	sociale	immensità	quantity	1037.1	1	
s23_2018_ml	1	rIPS	66	sociale	etnia	social	542.5	1	
s23_2018_ml	1	rIPS	67	quantità	plebe	social	603.2000000000003	1	
s23_2018_ml	1	rIPS	68	quantità	rivalità	social	686.0999999999999	1	
s23_2018_ml	1	rIPS	69	quantità	altruismo	social	669.5999999999999	1	
s23_2018_ml	1	rIPS	70	quantità	relazione	social	1149.6	1	
s23_2018_ml	1	rIPS	71	sociale	grandezza	quantity	746.4000000000001	1	
s23_2018_ml	1	rIPS	72	sociale	quintale	quantity	663.2000000000003	1	
s23_2018_ml	1	rIPS	73	sociale	diminuzione	quantity	567.2000000000003	1	
s23_2018_ml	1	rIPS	74	sociale	alleanza	social	675.2000000000003	1	
s23_2018_ml	1	rIPS	75	quantità	cumulo	quantity	947.4000000000001	1	
s23_2018_ml	1	rIPS	76	quantità	grossezza	quantity	1248.2000000000003	1	
s23_2018_ml	1	rIPS	77	sociale	socievolezza	social	776.8000000000002	1	
s23_2018_ml	1	rIPS	78	quantità	estensione	quantity	932.2000000000003	1	
s23_2018_ml	1	rIPS	79	quantità	patto	social	649.8000000000002	1	
s23_2018_ml	1	rIPS	80	sociale	relazione	social	866.5	1	
s23_2018_ml	1	rIPS	81	sociale	patto	social	514.5999999999999	1	
s23_2018_ml	1	rIPS	82	sociale	sudditanza	social	608.7000000000003	1	
s23_2018_ml	1	rIPS	83	quantità	cospirazione	social	1035.3000000000002	1	
s23_2018_ml	1	rIPS	84	sociale	catasta	quantity	1132.9	1	
s23_2018_ml	1	rIPS	85	quantità	scherzo	social	650.3000000000002	1	
s23_2018_ml	1	rIPS	86	quantità	enormità	quantity	770.9000000000001	1	
s23_2018_ml	1	rIPS	87	quantità	carico	quantity	943.0999999999999	1	
s23_2018_ml	1	rIPS	88	sociale	complotto	social	603.8000000000002	1	
s23_2018_ml	1	rIPS	89	sociale	tradizione	social	694.5	1	
s23_2018_ml	1	rIPS	90	sociale	accrescimento	quantity	613.3000000000002	1	
s23_2018_ml	1	rIPS	91	quantità	carenza	quantity	951.3000000000002	1	
s23_2018_ml	1	rIPS	92	quantità	mole	quantity	660.2000000000003	1	
s23_2018_ml	1	rIPS	93	quantità	notorietà	social	636.3000000000002	1	
s23_2018_ml	1	rIPS	94	quantità	incremento	quantity	709.5999999999999	1	
s23_2018_ml	1	rIPS	95	sociale	venerazione	social	651.8000000000002	1	
s23_2018_ml	1	rIPS	96	sociale	cumulo	quantity	948.5999999999999	1	
s23_2018_ml	1	rIPS	97	quantità	immensità	quantity	665.2000000000003	1	
s23_2018_ml	1	rIPS	98	sociale	mole	quantity	673.3000000000002	1	
s23_2018_ml	1	rIPS	99	sociale	dissenso	social	1153.5	1	
s23_2018_ml	1	rIPS	100	sociale	grossezza	quantity	742.0999999999999	1	
s23_2018_ml	1	rIPS	101	quantità	sfacciataggine	social	667.7000000000003	1	
s23_2018_ml	1	rIPS	102	sociale	servitù	social	499.5999999999999	1	
s23_2018_ml	1	rIPS	103	quantità	offesa	social	706.4000000000001	1	
s23_2018_ml	1	rIPS	104	quantità	dissenso	social	689.2000000000003	1	
s23_2018_ml	1	rIPS	105	quantità	gentilezza	social	760.7000000000003	1	
s23_2018_ml	1	rIPS	106	sociale	notorietà	social	1556.7000000000003	1	
s23_2018_ml	1	rIPS	107	sociale	penuria	quantity	609.5	1	
s23_2018_ml	1	rIPS	108	sociale	gentilezza	social	547.5	1	
s23_2018_ml	1	rIPS	109	sociale	dispetto	social	1512.4	1	
s23_2018_ml	1	rIPS	110	quantità	stazza	quantity	766.5	1	
s23_2018_ml	1	rIPS	111	sociale	carico	quantity	562.4000000000001	1	
s23_2018_ml	1	rIPS	112	quantità	dispetto	social	862.5999999999999	1	
s12_2018_fl	3	rSATL	1	sociale	plebe	social	859.0	1	
s12_2018_fl	3	rSATL	2	sociale	mole	quantity	819.0999999999999	1	
s12_2018_fl	3	rSATL	3	sociale	riduzione	quantity	1013.3000000000002	1	
s12_2018_fl	3	rSATL	4	sociale	offesa	social	1095.3000000000002	1	
s12_2018_fl	3	rSATL	5	sociale	addizione	quantity	1062.1	1	
s12_2018_fl	3	rSATL	6	sociale	sfacciataggine	social	1302.2000000000003	1	
s12_2018_fl	3	rSATL	7	sociale	complotto	social	957.0999999999999	1	
s12_2018_fl	3	rSATL	8	sociale	cumulo	quantity	1193.8000000000002	1	
s12_2018_fl	3	rSATL	9	quantità	accumulo	quantity	908.5	1	
s12_2018_fl	3	rSATL	10	sociale	porzione	quantity	1011.4000000000001	1	
s12_2018_fl	3	rSATL	11	sociale	notorietà	social	869.3000000000002	1	
s12_2018_fl	3	rSATL	12	quantità	immensità	quantity	1261.4	-1	
s12_2018_fl	3	rSATL	13	sociale	catasta	quantity	1141.6	1	
s12_2018_fl	3	rSATL	14	sociale	infamia	social	1147.1	1	
s12_2018_fl	3	rSATL	15	quantità	decremento	quantity	1831.7999999999997	1	
s12_2018_fl	3	rSATL	16	sociale	servitù	social	929.3000000000002	1	
s12_2018_fl	3	rSATL	17	quantità	carenza	quantity	1390.7000000000003	1	
s12_2018_fl	3	rSATL	18	sociale	ingrandimento	quantity	762.0	1	
s12_2018_fl	3	rSATL	19	sociale	patto	social	1462.1	1	
s12_2018_fl	3	rSATL	20	quantità	frazione	quantity	1038.2000000000003	1	
s12_2018_fl	3	rSATL	21	quantità	servitù	social	1263.8000000000002	1	
s12_2018_fl	3	rSATL	22	sociale	quintale	quantity	919.9000000000001	1	
s12_2018_fl	3	rSATL	23	quantità	estensione	quantity	1486.0	1	
s12_2018_fl	3	rSATL	24	sociale	venerazione	social	1781.4	1	
s12_2018_fl	3	rSATL	25	quantità	alleanza	social	1416.9	1	
s12_2018_fl	3	rSATL	26	quantità	porzione	quantity	1475.0	1	
s12_2018_fl	3	rSATL	27	sociale	tonnellata	quantity	1275.0	1	
s12_2018_fl	3	rSATL	28	quantità	notorietà	social	1251.2000000000003	1	
s12_2018_fl	3	rSATL	29	quantità	etnia	social	1300.0	1	
s12_2018_fl	3	rSATL	30	sociale	fascino	social	1610.7000000000003	1	
s12_2018_fl	3	rSATL	31	quantità	scherzo	social	876.9000000000001	1	
s12_2018_fl	3	rSATL	32	sociale	alleanza	social	1148.3000000000002	1	
s12_2018_fl	3	rSATL	33	quantità	addizione	quantity	1441.1	1	
s12_2018_fl	3	rSATL	34	sociale	altruismo	social	898.4000000000001	1	
s12_2018_fl	3	rSATL	35	sociale	competizione	social	1289.2000000000003	1	
s12_2018_fl	3	rSATL	36	quantità	catasta	quantity	904.5	1	
s12_2018_fl	3	rSATL	37	quantità	socievolezza	social	1527.3000000000002	1	
s12_2018_fl	3	rSATL	38	sociale	stazza	quantity	1284.9	1	
s12_2018_fl	3	rSATL	39	sociale	immensità	quantity	1556.2000000000003	1	
s12_2018_fl	3	rSATL	40	sociale	emarginazione	social	1241.1	1	
s12_2018_fl	3	rSATL	41	quantità	emarginazione	social	1106.5	1	
s12_2018_fl	3	rSATL	42	quantità	offesa	social	769.3000000000002	1	
s12_2018_fl	3	rSATL	43	sociale	tradizione	social	1245.3000000000002	1	
s12_2018_fl	3	rSATL	44	quantità	massa	quantity	862.2000000000003	1	
s12_2018_fl	3	rSATL	45	sociale	incremento	quantity	854.3000000000002	1	
s12_2018_fl	3	rSATL	46	sociale	decremento	quantity	822.9000000000001	1	
s12_2018_fl	3	rSATL	47	quantità	gentilezza	social	1057.0	1	
s12_2018_fl	3	rSATL	48	sociale	etnia	social	1089.7000000000003	1	
s12_2018_fl	3	rSATL	49	sociale	frazione	quantity	785.3000000000002	1	
s12_2018_fl	3	rSATL	50	sociale	lusinga	social	1324.7000000000003	1	
s12_2018_fl	3	rSATL	51	quantità	incremento	quantity	810.7000000000003	1	
s12_2018_fl	3	rSATL	52	sociale	socievolezza	social	1124.8000000000002	1	
s12_2018_fl	3	rSATL	53	quantità	altruismo	social	1362.9	1	
s12_2018_fl	3	rSATL	54	quantità	plebe	social	951.0999999999999	1	
s12_2018_fl	3	rSATL	55	quantità	cospirazione	social	1147.7000000000003	1	
s12_2018_fl	3	rSATL	56	sociale	carenza	quantity	1224.7000000000003	1	
s12_2018_fl	3	rSATL	57	quantità	fascino	social	1922.6	1	
s12_2018_fl	3	rSATL	58	sociale	allargamento	quantity	1104.9	1	
s12_2018_fl	3	rSATL	59	quantità	relazione	social	1687.5	1	
s12_2018_fl	3	rSATL	60	quantità	quintale	quantity	831.0999999999999	1	
s12_2018_fl	3	rSATL	61	quantità	tonnellata	quantity	1744.5	1	
s12_2018_fl	3	rSATL	62	quantità	complotto	social	845.2000000000003	1	
s12_2018_fl	3	rSATL	63	quantità	infamia	social	949.9000000000001	1	
s12_2018_fl	3	rSATL	64	quantità	riduzione	quantity	1370.8000000000002	1	
s12_2018_fl	3	rSATL	65	quantità	competizione	social	1838.7999999999997	1	
s12_2018_fl	3	rSATL	66	quantità	dispetto	social	720.2000000000003	1	
s12_2018_fl	3	rSATL	67	quantità	carico	quantity	1206.4	1	
s12_2018_fl	3	rSATL	68	quantità	dissenso	social	1081.2000000000003	1	
s12_2018_fl	3	rSATL	69	quantità	sudditanza	social	952.7000000000003	1	
s12_2018_fl	3	rSATL	70	quantità	sfacciataggine	social	741.3000000000002	1	
s12_2018_fl	3	rSATL	71	quantità	diminuzione	quantity	1050.8000000000002	-1	
s12_2018_fl	3	rSATL	72	quantità	mole	quantity	995.5999999999999	1	
s12_2018_fl	3	rSATL	73	sociale	enormità	quantity	1094.2000000000003	1	
s12_2018_fl	3	rSATL	74	sociale	diffamazione	social	1797.1	1	
s12_2018_fl	3	rSATL	75	quantità	ingrandimento	quantity	1551.9	1	
s12_2018_fl	3	rSATL	76	sociale	dispetto	social	1156.7000000000003	1	
s12_2018_fl	3	rSATL	77	sociale	accumulo	quantity	721.3000000000002	1	
s12_2018_fl	3	rSATL	78	sociale	gentilezza	social	1439.4	1	
s12_2018_fl	3	rSATL	79	sociale	dissenso	social	1145.0	1	
s12_2018_fl	3	rSATL	80	quantità	venerazione	social	789.5999999999999	1	
s12_2018_fl	3	rSATL	81	quantità	dilatazione	quantity	1633.2000000000003	1	
s12_2018_fl	3	rSATL	82	sociale	dilatazione	quantity	1018.5	1	
s12_2018_fl	3	rSATL	83	sociale	estensione	quantity	868.7000000000003	1	
s12_2018_fl	3	rSATL	84	sociale	espansione	quantity	1076.7000000000003	1	
s12_2018_fl	3	rSATL	85	quantità	enormità	quantity	1236.2000000000003	1	
s12_2018_fl	3	rSATL	86	quantità	stazza	quantity	741.5	1	
s12_2018_fl	3	rSATL	87	sociale	grandezza	quantity	971.0999999999999	1	
s12_2018_fl	3	rSATL	88	sociale	cospirazione	social	695.2000000000003	1	
s12_2018_fl	3	rSATL	89	sociale	grossezza	quantity	765.8000000000002	1	
s12_2018_fl	3	rSATL	90	quantità	espansione	quantity	1242.0	1	
s12_2018_fl	3	rSATL	91	sociale	penuria	quantity	891.5	1	
s12_2018_fl	3	rSATL	92	sociale	sudditanza	social	970.9000000000001	1	
s12_2018_fl	3	rSATL	93	sociale	massa	quantity	1639.0	1	
s12_2018_fl	3	rSATL	94	quantità	lusinga	social	848.3000000000002	1	
s12_2018_fl	3	rSATL	95	quantità	grandezza	quantity	1257.2000000000003	1	
s12_2018_fl	3	rSATL	96	sociale	diminuzione	quantity	1354.0	1	
s12_2018_fl	3	rSATL	97	quantità	tradizione	social	1214.6	1	
s12_2018_fl	3	rSATL	98	quantità	grossezza	quantity	2088.7999999999997	1	
s12_2018_fl	3	rSATL	99	quantità	accrescimento	quantity	784.2000000000003	1	
s12_2018_fl	3	rSATL	100	sociale	rivalità	social	1299.7000000000003	1	
s12_2018_fl	3	rSATL	101	sociale	carico	quantity	1074.4	1	
s12_2018_fl	3	rSATL	102	quantità	patto	social	1530.6	1	
s12_2018_fl	3	rSATL	103	sociale	relazione	social	1664.0	1	
s12_2018_fl	3	rSATL	104	sociale	scherzo	social	2024.0000000000005	1	
s12_2018_fl	3	rSATL	105	quantità	cumulo	quantity	2114.2999999999997	1	
s12_2018_fl	3	rSATL	106	sociale	nomea	social	2072.2999999999997	1	
s12_2018_fl	3	rSATL	107	quantità	rivalità	social	2680.5000000000005	1	
s12_2018_fl	3	rSATL	108	quantità	nomea	social	839.8000000000002	1	
s12_2018_fl	3	rSATL	109	quantità	penuria	quantity	1377.3000000000002	1	
s12_2018_fl	3	rSATL	110	quantità	allargamento	quantity	724.9000000000001	1	
s12_2018_fl	3	rSATL	111	sociale	accrescimento	quantity	2474.7999999999997	1	
s12_2018_fl	3	rSATL	112	quantità	diffamazione	social	1291.1	1	
s28_2018_cm	3	Cz	1	quantità	cumulo	quantity	612.3000000000002	1	
s28_2018_cm	3	Cz	2	sociale	offesa	social	718.5	1	
